#Scientific name	Protein	BioSample	Isolate	Contig	Start	Stop	Strand	Assembly	Element symbol	Element name	Type	Scope	Subtype	Class	Subclass	Method	% Coverage of reference	AMRFinderPlus analysis type	% Identity to reference
Pseudomonas aeruginosa	EMJ4294692.1	SAMN16916273	PDT000898305.3	ABEUTB030000074.1	1158	2333	-	GCA_021666655.3	tet(G)	tetracycline efflux MFS transporter Tet(G)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMM1215277.1	SAMN16916272	PDT000898308.3	ABEUSY030000088.1	1158	2333	-	GCA_021666675.3	tet(G)	tetracycline efflux MFS transporter Tet(G)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMJ4555067.1	SAMN16916271	PDT000898309.3	ABEUSX030000057.1	2353	3528	-	GCA_021666635.3	tet(G)	tetracycline efflux MFS transporter Tet(G)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EML9696983.1	SAMN16916270	PDT000898310.3	ABEUSV030000061.1	1158	2333	-	GCA_021666615.3	tet(G)	tetracycline efflux MFS transporter Tet(G)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMP0446189.1	SAMN16940787	PDT000899222.3	ABEURG030000124.1	1158	2333	-	GCA_021665835.3	tet(G)	tetracycline efflux MFS transporter Tet(G)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HCG0468522.1	SAMD00244737	PDT001339874.1	DAHPXX010000120.1	4824	5684	+	GCA_023995295.1	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HCG0286751.1	SAMD00260834	PDT001339906.1	DAHPWW010000077.1	3270	4484	-	GCA_023994755.1	floR2	chloramphenicol/florfenicol efflux MFS transporter FloR2	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HCR1482130.1	SAMN31263457	PDT001471631.1	DAJRUH010000124.1	1005	2480	-	GCA_025921805.1	msr(E)	ABC-F type ribosomal protection protein Msr(E)	AMR	core	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EML2132551.1	SAMN33285590	PDT001615610.3	ABKQLC030000160.1	6907	7662	-	GCA_028640045.3	blaDIM-1	subclass B1 metallo-beta-lactamase DIM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EKS2409695.1	SAMN34111343	PDT001682682.1	ABLKHV010000052.1	24760	25620	-	GCA_029622995.1	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	WP_063844477.1	SAMN41380053	PDT002171240.1	NZ_JBDKWM010000001.1	828	1064	+	GCA_039684275.1	dfrB2	trimethoprim-resistant dihydrofolate reductase DfrB2	AMR	core	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMJ4294694.1	SAMN16916273	PDT000898305.3	ABEUTB030000074.1	3270	4484	-	GCA_021666655.3	floR2	chloramphenicol/florfenicol efflux MFS transporter FloR2	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMM1215279.1	SAMN16916272	PDT000898308.3	ABEUSY030000088.1	3270	4484	-	GCA_021666675.3	floR2	chloramphenicol/florfenicol efflux MFS transporter FloR2	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMJ4555069.1	SAMN16916271	PDT000898309.3	ABEUSX030000057.1	4465	5679	-	GCA_021666635.3	floR2	chloramphenicol/florfenicol efflux MFS transporter FloR2	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EML9696985.1	SAMN16916270	PDT000898310.3	ABEUSV030000061.1	3270	4484	-	GCA_021666615.3	floR2	chloramphenicol/florfenicol efflux MFS transporter FloR2	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMP0446191.1	SAMN16940787	PDT000899222.3	ABEURG030000124.1	3270	4484	-	GCA_021665835.3	floR2	chloramphenicol/florfenicol efflux MFS transporter FloR2	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HCG0286754.1	SAMD00260834	PDT001339906.1	DAHPWW010000077.1	7951	8481	-	GCA_023994755.1	blaKBL	KBL family class A beta-lactamase	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALP	61.54	COMBINED	100.0
Pseudomonas aeruginosa	EML2132580.1	SAMN33285590	PDT001615610.3	ABKQLC030000164.1	4919	5674	+	GCA_028640045.3	rmtB4	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB4	AMR	core	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EKS2410175.1	SAMN34111343	PDT001682682.1	ABLKHV010000081.1	1158	2333	-	GCA_029622995.1	tet(G)	tetracycline efflux MFS transporter Tet(G)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	WP_122630859.1	SAMN41380053	PDT002171240.1	NZ_JBDKWM010000001.1	1291	2091	+	GCA_039684275.1	blaOXA-677	OXA-10 family class D beta-lactamase OXA-677	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMJ4294699.1	SAMN16916273	PDT000898305.3	ABEUTB030000074.1	10545	11300	+	GCA_021666655.3	rmtB4	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB4	AMR	core	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMM1215284.1	SAMN16916272	PDT000898308.3	ABEUSY030000088.1	10545	11300	+	GCA_021666675.3	rmtB4	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB4	AMR	core	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMJ4555074.1	SAMN16916271	PDT000898309.3	ABEUSX030000057.1	11740	12495	+	GCA_021666635.3	rmtB4	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB4	AMR	core	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EML9696990.1	SAMN16916270	PDT000898310.3	ABEUSV030000061.1	10545	11300	+	GCA_021666615.3	rmtB4	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB4	AMR	core	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMP0446196.1	SAMN16940787	PDT000899222.3	ABEURG030000124.1	10545	11300	+	GCA_021665835.3	rmtB4	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB4	AMR	core	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMP0816876.1	SAMN30350041	PDT001391294.3	ABHYED030000087.1	19945	20343	-	GCA_024961505.3	fosC2	FosC2 family fosfomycin resistance glutathione transferase	AMR	core	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HCR1482156.1	SAMN31263457	PDT001471631.1	DAJRUH010000129.1	4824	5684	+	GCA_025921805.1	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EKS2410177.1	SAMN34111343	PDT001682682.1	ABLKHV010000081.1	3270	4484	-	GCA_029622995.1	floR2	chloramphenicol/florfenicol efflux MFS transporter FloR2	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	WP_001209508.1	SAMN41380053	PDT002171240.1	NZ_JBDKWM010000001.1	2108	2899	+	GCA_039684275.1	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMM1215287.1	SAMN16916272	PDT000898308.3	ABEUSY030000089.1	31	834	-	GCA_021666675.3	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EML9696993.1	SAMN16916270	PDT000898310.3	ABEUSV030000062.1	31	834	-	GCA_021666615.3	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HCG0468610.1	SAMD00244737	PDT001339874.1	DAHPXX010000139.1	2853	3509	-	GCA_023995295.1	qnrVC1	quinolone resistance pentapeptide repeat protein QnrVC1	AMR	core	AMR	QUINOLONE	QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HCR1482165.1	SAMN31263457	PDT001471631.1	DAJRUH010000131.1	1158	2333	-	GCA_025921805.1	tet(G)	tetracycline efflux MFS transporter Tet(G)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EML2132614.1	SAMN33285590	PDT001615610.3	ABKQLC030000171.1	1158	2333	-	GCA_028640045.3	tet(G)	tetracycline efflux MFS transporter Tet(G)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EKS2410180.1	SAMN34111343	PDT001682682.1	ABLKHV010000081.1	7951	8512	-	GCA_029622995.1	blaKBL	KBL family class A beta-lactamase	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDP	65.03	COMBINED	100.0
Pseudomonas aeruginosa	WP_000381802.1	SAMN41380053	PDT002171240.1	NZ_JBDKWM010000001.1	4398	4931	+	GCA_039684275.1	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HBO6966512.1	SAMD00141167	PDT000771075.1	DAFQDW010000039.1	17621	18409	+	GCA_021674535.1	blaOXA-488	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-488	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMJ4294763.1	SAMN16916273	PDT000898305.3	ABEUTB030000082.1	6907	7662	-	GCA_021666655.3	blaDIM-1	subclass B1 metallo-beta-lactamase DIM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMJ4555135.1	SAMN16916271	PDT000898309.3	ABEUSX030000065.1	6907	7662	-	GCA_021666635.3	blaDIM-1	subclass B1 metallo-beta-lactamase DIM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMP0446336.1	SAMN16940787	PDT000899222.3	ABEURG030000140.1	6907	7662	-	GCA_021665835.3	blaDIM-1	subclass B1 metallo-beta-lactamase DIM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HCG0468622.1	SAMD00244737	PDT001339874.1	DAHPXX010000144.1	1562	2443	+	GCA_023995295.1	blaPAU-1	class A beta-lactamase PAU-1	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HCG0286901.1	SAMD00260834	PDT001339906.1	DAHPWW010000103.1	2913	3569	-	GCA_023994755.1	qnrVC1	quinolone resistance pentapeptide repeat protein QnrVC1	AMR	core	AMR	QUINOLONE	QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMP0817322.1	SAMN30350041	PDT001391294.3	ABHYED030000123.1	1951	5085	+	GCA_024961505.3	tmexD2	multidrug efflux RND transporter permease subunit TMexD2	AMR	core	AMR	TETRACYCLINE	TIGECYCLINE	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HCR1482167.1	SAMN31263457	PDT001471631.1	DAJRUH010000131.1	3270	4484	-	GCA_025921805.1	floR2	chloramphenicol/florfenicol efflux MFS transporter FloR2	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EML2132616.1	SAMN33285590	PDT001615610.3	ABKQLC030000171.1	3270	4484	-	GCA_028640045.3	floR2	chloramphenicol/florfenicol efflux MFS transporter FloR2	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	WP_013263788.1	SAMN41380053	PDT002171240.1	NZ_JBDKWM010000001.1	6372	6830	+	GCA_039684275.1	aac(6')-Il	aminoglycoside N-acetyltransferase AAC(6')-Il	AMR	core	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMM1215362.1	SAMN16916272	PDT000898308.3	ABEUSY030000097.1	6907	7662	-	GCA_021666675.3	blaDIM-1	subclass B1 metallo-beta-lactamase DIM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EML9697025.1	SAMN16916270	PDT000898310.3	ABEUSV030000066.1	6907	7662	-	GCA_021666615.3	blaDIM-1	subclass B1 metallo-beta-lactamase DIM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HCR1482221.1	SAMN31263457	PDT001471631.1	DAJRUH010000142.1	1082	1612	-	GCA_025921805.1	blaKBL	KBL family class A beta-lactamase	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALP	61.54	COMBINED	100.0
Pseudomonas aeruginosa	EML2132623.1	SAMN33285590	PDT001615610.3	ABKQLC030000172.1	3618	4523	-	GCA_028640045.3	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	AMR	core	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EKS2410225.1	SAMN34111343	PDT001682682.1	ABLKHV010000090.1	868	1608	-	GCA_029622995.1	blaIMP-1	subclass B1 metallo-beta-lactamase IMP-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	WP_063844477.1	SAMN41380053	PDT002171240.1	NZ_JBDKWM010000001.1	8437	8673	+	GCA_039684275.1	dfrB2	trimethoprim-resistant dihydrofolate reductase DfrB2	AMR	core	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMJ4294817.1	SAMN16916273	PDT000898305.3	ABEUTB030000089.1	3618	4523	-	GCA_021666655.3	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	AMR	core	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMJ4555181.1	SAMN16916271	PDT000898309.3	ABEUSX030000070.1	3618	4523	-	GCA_021666635.3	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	AMR	core	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMP0446362.1	SAMN16940787	PDT000899222.3	ABEURG030000145.1	3618	4523	-	GCA_021665835.3	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	AMR	core	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HCG0468638.1	SAMD00244737	PDT001339874.1	DAHPXX010000149.1	1005	2480	-	GCA_023995295.1	msr(E)	ABC-F type ribosomal protection protein Msr(E)	AMR	core	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HCG0286916.1	SAMD00260834	PDT001339906.1	DAHPWW010000108.1	1562	2443	+	GCA_023994755.1	blaPAU-1	class A beta-lactamase PAU-1	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HCF4727647.1	SAMN27565844	PDT001344043.1	DAHONP010000084.1	2709	5843	+	GCA_023951155.1	tmexD2	multidrug efflux RND transporter permease subunit TMexD2	AMR	core	AMR	TETRACYCLINE	TIGECYCLINE	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EKS2410226.1	SAMN34111343	PDT001682682.1	ABLKHV010000090.1	1685	2239	-	GCA_029622995.1	aac(6')-Ib3	aminoglycoside N-acetyltransferase AAC(6')-Ib3	AMR	core	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	WP_122630859.1	SAMN41380053	PDT002171240.1	NZ_JBDKWM010000001.1	8900	9700	+	GCA_039684275.1	blaOXA-677	OXA-10 family class D beta-lactamase OXA-677	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HBO6869733.1	SAMD00141164	PDT000771072.1	DAFQDY010000231.1	1394	2293	+	GCA_021674595.1	blaVEB-2	extended-spectrum class A beta-lactamase VEB-2	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HBO6967277.1	SAMD00141167	PDT000771075.1	DAFQDW010000055.1	12749	13942	+	GCA_021674535.1	blaPDC-35	class C beta-lactamase PDC-35	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMM1215429.1	SAMN16916272	PDT000898308.3	ABEUSY030000106.1	3618	4523	-	GCA_021666675.3	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	AMR	core	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EML9697069.1	SAMN16916270	PDT000898310.3	ABEUSV030000072.1	3618	4523	-	GCA_021666615.3	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	AMR	core	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HCG0468675.1	SAMD00244737	PDT001339874.1	DAHPXX010000163.1	1	182	-	GCA_023995295.1	ble	bleomycin binding protein Ble-MBL	AMR	core	AMR	BLEOMYCIN	BLEOMYCIN	PARTIAL_CONTIG_ENDP	50.41	COMBINED	100.0
Pseudomonas aeruginosa	HCF4727648.1	SAMN27565844	PDT001344043.1	DAHONP010000084.1	5848	7281	+	GCA_023951155.1	toprJ1	multidrug efflux transporter outer membrane subunit TOprJ1	AMR	core	AMR	TETRACYCLINE	TIGECYCLINE	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EML2132635.1	SAMN33285590	PDT001615610.3	ABKQLC030000174.1	2913	3569	-	GCA_028640045.3	qnrVC1	quinolone resistance pentapeptide repeat protein QnrVC1	AMR	core	AMR	QUINOLONE	QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EKS2410227.1	SAMN34111343	PDT001682682.1	ABLKHV010000090.1	2271	3071	-	GCA_029622995.1	blaOXA-10	oxacillin-hydrolyzing class D beta-lactamase OXA-10	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	WP_001209508.1	SAMN41380053	PDT002171240.1	NZ_JBDKWM010000001.1	9717	10508	+	GCA_039684275.1	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HBO6869734.1	SAMD00141164	PDT000771072.1	DAFQDY010000231.1	2438	2971	+	GCA_021674595.1	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMJ4294853.1	SAMN16916273	PDT000898305.3	ABEUTB030000095.1	2913	3569	-	GCA_021666655.3	qnrVC1	quinolone resistance pentapeptide repeat protein QnrVC1	AMR	core	AMR	QUINOLONE	QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMJ4555204.1	SAMN16916271	PDT000898309.3	ABEUSX030000075.1	2913	3569	-	GCA_021666635.3	qnrVC1	quinolone resistance pentapeptide repeat protein QnrVC1	AMR	core	AMR	QUINOLONE	QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMP0446385.1	SAMN16940787	PDT000899222.3	ABEURG030000150.1	2913	3569	-	GCA_021665835.3	qnrVC1	quinolone resistance pentapeptide repeat protein QnrVC1	AMR	core	AMR	QUINOLONE	QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HCG0468676.1	SAMD00244737	PDT001339874.1	DAHPXX010000163.1	186	998	-	GCA_023995295.1	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HCG0286930.1	SAMD00260834	PDT001339906.1	DAHPWW010000112.1	1005	2480	-	GCA_023994755.1	msr(E)	ABC-F type ribosomal protection protein Msr(E)	AMR	core	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HCR1482241.1	SAMN31263457	PDT001471631.1	DAJRUH010000146.1	2913	3569	-	GCA_025921805.1	qnrVC1	quinolone resistance pentapeptide repeat protein QnrVC1	AMR	core	AMR	QUINOLONE	QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EML2132643.1	SAMN33285590	PDT001615610.3	ABKQLC030000178.1	1	784	+	GCA_028640045.3	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	BLASTP	93.53	COMBINED	100.0
Pseudomonas aeruginosa	EKS2410233.1	SAMN34111343	PDT001682682.1	ABLKHV010000092.1	1562	2443	+	GCA_029622995.1	blaPAU-1	class A beta-lactamase PAU-1	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	WP_063844477.1	SAMN41380053	PDT002171240.1	NZ_JBDKWM010000001.1	12100	12336	+	GCA_039684275.1	dfrB2	trimethoprim-resistant dihydrofolate reductase DfrB2	AMR	core	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	HBO6869735.1	SAMD00141164	PDT000771072.1	DAFQDY010000231.1	3056	3508	+	GCA_021674595.1	arr-2	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	AMR	core	AMR	RIFAMYCIN	RIFAMYCIN	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMJ4294867.1	SAMN16916273	PDT000898305.3	ABEUTB030000098.1	1	784	+	GCA_021666655.3	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	BLASTP	93.53	COMBINED	100.0
Pseudomonas aeruginosa	EMM1215466.1	SAMN16916272	PDT000898308.3	ABEUSY030000113.1	2913	3569	-	GCA_021666675.3	qnrVC1	quinolone resistance pentapeptide repeat protein QnrVC1	AMR	core	AMR	QUINOLONE	QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMJ4555218.1	SAMN16916271	PDT000898309.3	ABEUSX030000078.1	20	904	-	GCA_021666635.3	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	AMR	core	AMR	MACROLIDE	ERYTHROMYCIN	EXACTP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EML9697099.1	SAMN16916270	PDT000898310.3	ABEUSV030000077.1	2913	3569	-	GCA_021666615.3	qnrVC1	quinolone resistance pentapeptide repeat protein QnrVC1	AMR	core	AMR	QUINOLONE	QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Pseudomonas aeruginosa	EMP0446389.1	SAMN16940787	PDT000899222.3	ABEURG030000153.1	1	784	+	GCA_021665835.3	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	BLASTP	93.53	COMBINED	100.0
Pseudomonas aeruginosa	HCG0468702.1	SAMD00244737	PDT001339874.1	DAHPXX010000174.1	951	1793	+	GCA_023995295.1	blaPME	PME family extended-spectrum class A beta-lactamase	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	90.94	COMBINED	100.0
Pseudomonas aeruginosa	HCG0286946.1	SAMD00260834	PDT001339906.1	DAHPWW010000119.1	1	182	-	GCA_023994755.1	ble	bleomycin binding protein Ble-MBL	AMR	core	AMR	BLEOMYCIN	BLEOMYCIN	PARTIAL_CONTIG_ENDP	50.41	COMBINED	100.0
Pseudomonas aeruginosa	HCF4727752.1	SAMN27565844	PDT001344043.1	DAHONP010000093.1	3902	4762	+	GCA_023951155.1	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
