#Scientific name	Protein	BioSample	Isolate	Contig	Start	Stop	Strand	Assembly	Element symbol	Element name	Type	Scope	Subtype	Class	Subclass	Method	% Coverage of reference	AMRFinderPlus analysis type	% Identity to reference
Acinetobacter baumannii	EMN2962790.1	SAMN26365835	PDT001257306.3	ABFGSS030000045.1	2661	4136	-	GCA_022442445.3	msr(E)	ABC-F type ribosomal protection protein Msr(E)	AMR	core	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCE0842562.1	SAMN28158753	PDT001325784.1	DAHKXV010000042.1	20784	21236	-	GCA_023783775.1	arr-2	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	AMR	core	AMR	RIFAMYCIN	RIFAMYCIN	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCG3428061.1	SAMEA13320922	PDT001336298.1	DAHQZY010000151.1	3539	4399	-	GCA_024026015.1	blaSHV-11	broad-spectrum class A beta-lactamase SHV-11	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCQ9932097.1	SAMN31262559	PDT001469761.1	DAJRIL010000144.1	92	904	+	GCA_025897775.1	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	EMI6573533.1	SAMN32579602	PDT001561899.3	ABKAVM030000067.1	489	1373	-	GCA_027867325.3	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	AMR	core	AMR	MACROLIDE	ERYTHROMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	EMP2059605.1	SAMN35141346	PDT001739140.2	ABMAPL020000034.1	15475	16335	+	GCA_031152015.2	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HDV0618562.1	SAMN32024347	PDT001873331.1	DAPGIB010000062.1	8704	9477	-	GCA_031182165.1	armA	16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV6139200.1	SAMD00034430	PDT000173789.3	DADBKD010000049.1	8863	9636	-	GCA_016514445.1	armA	16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV6067509.1	SAMD00034438	PDT000173797.3	DADBJN010000069.1	594	1478	-	GCA_016514295.1	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	AMR	core	AMR	MACROLIDE	ERYTHROMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV6015574.1	SAMD00034449	PDT000173808.3	DADBJF010000086.1	1522	2997	-	GCA_016513995.1	msr(E)	ABC-F type ribosomal protection protein Msr(E)	AMR	core	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV4260260.1	SAMN03575972	PDT000663701.1	DADARP010000091.1	4150	5034	-	GCA_016497185.1	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	AMR	core	AMR	MACROLIDE	ERYTHROMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV4275037.1	SAMN03576448	PDT000663714.1	DADARS010000105.1	4792	5628	-	GCA_016497045.1	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	WP_000018326.1	SAMN23416908	PDT001224264.1	NZ_CP090607.1	973647	974462	-	GCA_021484905.1	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	AMR	core	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	EMN2962794.1	SAMN26365835	PDT001257306.3	ABFGSS030000045.1	6435	7208	-	GCA_022442445.3	armA	16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCE0842563.1	SAMN28158753	PDT001325784.1	DAHKXV010000042.1	21321	21854	-	GCA_023783775.1	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCE3899771.1	SAMN28613899	PDT001325906.1	DAHLUW010000043.1	19174	19947	+	GCA_023825195.1	armA	16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCG3428097.1	SAMEA13320922	PDT001336298.1	DAHQZY010000158.1	2005	2805	+	GCA_024026015.1	blaOXA-10	oxacillin-hydrolyzing class D beta-lactamase OXA-10	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCQ9932098.1	SAMN31262559	PDT001469761.1	DAJRIL010000144.1	908	1273	+	GCA_025897775.1	ble	bleomycin binding protein Ble-MBL	AMR	core	AMR	BLEOMYCIN	BLEOMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	EMI6573534.1	SAMN32579602	PDT001561899.3	ABKAVM030000067.1	1429	2904	-	GCA_027867325.3	msr(E)	ABC-F type ribosomal protection protein Msr(E)	AMR	core	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HDV0618564.1	SAMN32024347	PDT001873331.1	DAPGIB010000062.1	12822	13661	-	GCA_031182165.1	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	AMR	core	AMR	SULFONAMIDE	SULFONAMIDE	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV6139252.1	SAMD00034430	PDT000173789.3	DADBKD010000056.1	1719	2936	-	GCA_016514445.1	tet(B)	tetracycline efflux MFS transporter Tet(B)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	99.75	COMBINED	100.0
Acinetobacter baumannii	HAV6067510.1	SAMD00034438	PDT000173797.3	DADBJN010000069.1	1534	3009	-	GCA_016514295.1	msr(E)	ABC-F type ribosomal protection protein Msr(E)	AMR	core	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV6015578.1	SAMD00034449	PDT000173808.3	DADBJF010000086.1	5296	6069	-	GCA_016513995.1	armA	16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV4260261.1	SAMN03575972	PDT000663701.1	DADARP010000091.1	5090	6565	-	GCA_016497185.1	msr(E)	ABC-F type ribosomal protection protein Msr(E)	AMR	core	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV4275038.1	SAMN03576448	PDT000663714.1	DADARS010000105.1	5628	6431	-	GCA_016497045.1	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	WP_000018326.1	SAMN23416908	PDT001224264.1	NZ_CP090607.1	976724	977539	-	GCA_021484905.1	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	AMR	core	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	EMN2962829.1	SAMN26365835	PDT001257306.3	ABFGSS030000049.1	1	792	+	GCA_022442445.3	blaNDM	NDM family subclass B1 metallo-beta-lactamase	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	BLASTP	97.41	COMBINED	100.0
Acinetobacter baumannii	HCE0842564.1	SAMN28158753	PDT001325784.1	DAHKXV010000042.1	21999	22898	-	GCA_023783775.1	blaVEB-21	extended-spectrum class A beta-lactamase VEB-21	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCE3899775.1	SAMN28613899	PDT001325906.1	DAHLUW010000043.1	22246	23721	+	GCA_023825195.1	msr(E)	ABC-F type ribosomal protection protein Msr(E)	AMR	core	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCG3428096.1	SAMEA13320922	PDT001336298.1	DAHQZY010000158.1	481	1740	+	GCA_024026015.1	cmlA5	chloramphenicol efflux MFS transporter CmlA5	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV6139270.1	SAMD00034430	PDT000173789.3	DADBKD010000061.1	92	1018	+	GCA_016514445.1	blaPER-7	inhibitor-resistant extended-spectrum class A beta-lactamase PER-7	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV6067514.1	SAMD00034438	PDT000173797.3	DADBJN010000069.1	5308	6081	-	GCA_016514295.1	armA	16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV6015614.1	SAMD00034449	PDT000173808.3	DADBJF010000094.1	2328	3545	-	GCA_016513995.1	tet(B)	tetracycline efflux MFS transporter Tet(B)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	99.75	COMBINED	100.0
Acinetobacter baumannii	HAV4260341.1	SAMN03575972	PDT000663701.1	DADARP010000097.1	12565	13353	+	GCA_016497185.1	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	AMR	core	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	WP_000018326.1	SAMN23416908	PDT001224264.1	NZ_CP090607.1	979801	980616	-	GCA_021484905.1	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	AMR	core	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	EMN2962830.1	SAMN26365835	PDT001257306.3	ABFGSS030000049.1	796	1161	+	GCA_022442445.3	ble	bleomycin binding protein Ble-MBL	AMR	core	AMR	BLEOMYCIN	BLEOMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCE3899776.1	SAMN28613899	PDT001325906.1	DAHLUW010000043.1	23777	24661	+	GCA_023825195.1	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	AMR	core	AMR	MACROLIDE	ERYTHROMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCG3428098.1	SAMEA13320922	PDT001336298.1	DAHQZY010000158.1	2822	3613	+	GCA_024026015.1	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCQ9932149.1	SAMN31262559	PDT001469761.1	DAJRIL010000151.1	2047	2838	-	GCA_025897775.1	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	EMI6573540.1	SAMN32579602	PDT001561899.3	ABKAVM030000067.1	9321	10160	-	GCA_027867325.3	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	AMR	core	AMR	SULFONAMIDE	SULFONAMIDE	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HDV0618566.1	SAMN32024347	PDT001873331.1	DAPGIB010000062.1	14166	14957	-	GCA_031182165.1	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV6139286.1	SAMD00034430	PDT000173789.3	DADBKD010000066.1	34	855	+	GCA_016514445.1	blaOXA-23	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV6067563.1	SAMD00034438	PDT000173797.3	DADBJN010000080.1	34	855	+	GCA_016514295.1	blaOXA-23	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV6015654.1	SAMD00034449	PDT000173808.3	DADBJF010000103.1	92	1018	+	GCA_016513995.1	blaPER-7	inhibitor-resistant extended-spectrum class A beta-lactamase PER-7	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV4261174.1	SAMN03575972	PDT000663701.1	DADARP010000204.1	2716	3867	-	GCA_016497185.1	blaADC-30	extended-spectrum class C beta-lactamase ADC-30	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	WP_000018326.1	SAMN23416908	PDT001224264.1	NZ_CP090607.1	982878	983693	-	GCA_021484905.1	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	AMR	core	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	EMN2962863.1	SAMN26365835	PDT001257306.3	ABFGSS030000057.1	92	1018	+	GCA_022442445.3	blaPER-7	inhibitor-resistant extended-spectrum class A beta-lactamase PER-7	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCE0842906.1	SAMN28158753	PDT001325784.1	DAHKXV010000056.1	10485	11327	+	GCA_023783775.1	blaOXA-58	carbapenem-hydrolyzing class D beta-lactamase OXA-58	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCG3428159.1	SAMEA13320922	PDT001336298.1	DAHQZY010000178.1	5	850	-	GCA_024026015.1	aadA16	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCQ9932150.1	SAMN31262559	PDT001469761.1	DAJRIL010000151.1	2931	4190	-	GCA_025897775.1	cmlA6	chloramphenicol efflux MFS transporter CmlA6	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HDV0618567.1	SAMN32024347	PDT001873331.1	DAPGIB010000062.1	15015	15647	-	GCA_031182165.1	catB8	type B-3 chloramphenicol O-acetyltransferase CatB8	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV6139293.1	SAMD00034430	PDT000173789.3	DADBKD010000068.1	57	509	+	GCA_016514445.1	arr-2	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	AMR	core	AMR	RIFAMYCIN	RIFAMYCIN	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV6067570.1	SAMD00034438	PDT000173797.3	DADBJN010000083.1	92	1018	+	GCA_016514295.1	blaPER-7	inhibitor-resistant extended-spectrum class A beta-lactamase PER-7	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV6015658.1	SAMD00034449	PDT000173808.3	DADBJF010000105.1	34	855	+	GCA_016513995.1	blaOXA-23	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV4261274.1	SAMN03575972	PDT000663701.1	DADARP010000233.1	34	855	+	GCA_016497185.1	blaOXA-23	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV4276069.1	SAMN03576448	PDT000663714.1	DADARS010000256.1	1976	3127	-	GCA_016497045.1	blaADC-30	extended-spectrum class C beta-lactamase ADC-30	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	WP_000018326.1	SAMN23416908	PDT001224264.1	NZ_CP090607.1	985955	986770	-	GCA_021484905.1	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	AMR	core	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	EMN2962866.1	SAMN26365835	PDT001257306.3	ABFGSS030000058.1	34	855	+	GCA_022442445.3	blaOXA-23	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCE0842911.1	SAMN28158753	PDT001325784.1	DAHKXV010000056.1	18989	19849	-	GCA_023783775.1	aac(3)-IId	aminoglycoside N-acetyltransferase AAC(3)-IId	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCE3900298.1	SAMN28613899	PDT001325906.1	DAHLUW010000079.1	34	855	+	GCA_023825195.1	blaOXA-23	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCG3428160.1	SAMEA13320922	PDT001336298.1	DAHQZY010000178.1	1031	1504	-	GCA_024026015.1	dfrA27	trimethoprim-resistant dihydrofolate reductase DfrA27	AMR	core	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCQ9932151.1	SAMN31262559	PDT001469761.1	DAJRIL010000151.1	4511	4963	-	GCA_025897775.1	arr-2	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	AMR	core	AMR	RIFAMYCIN	RIFAMYCIN	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	EMI6573542.1	SAMN32579602	PDT001561899.3	ABKAVM030000067.1	10707	11495	-	GCA_027867325.3	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HDV0618901.1	SAMN32024347	PDT001873331.1	DAPGIB010000100.1	92	904	+	GCA_031182165.1	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV6139294.1	SAMD00034430	PDT000173789.3	DADBKD010000068.1	830	2089	+	GCA_016514445.1	cmlA5	chloramphenicol efflux MFS transporter CmlA5	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV6067585.1	SAMD00034438	PDT000173797.3	DADBJN010000087.1	57	509	+	GCA_016514295.1	arr-2	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	AMR	core	AMR	RIFAMYCIN	RIFAMYCIN	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV6015670.1	SAMD00034449	PDT000173808.3	DADBJF010000109.1	57	509	+	GCA_016513995.1	arr-2	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	AMR	core	AMR	RIFAMYCIN	RIFAMYCIN	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV4261301.1	SAMN03575972	PDT000663701.1	DADARP010000241.1	44	676	-	GCA_016497185.1	catB8	type B-3 chloramphenicol O-acetyltransferase CatB8	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV4276100.1	SAMN03576448	PDT000663714.1	DADARS010000265.1	1	544	-	GCA_016497045.1	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIAL_CONTIG_ENDP	69.08	COMBINED	100.0
Acinetobacter baumannii	WP_000018326.1	SAMN23416908	PDT001224264.1	NZ_CP090607.1	989032	989847	-	GCA_021484905.1	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	AMR	core	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii AYE	HBN5963062.1	SAMN20285909	PDT001227185.1	DAFNKQ010000035.1	69	968	+	GCA_021545095.1	blaVEB-1	extended-spectrum class A beta-lactamase VEB-1	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	EMN2962870.1	SAMN26365835	PDT001257306.3	ABFGSS030000059.1	1087	2292	+	GCA_022442445.3	tet(B)	tetracycline efflux MFS transporter Tet(B)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCE0843202.1	SAMN28158753	PDT001325784.1	DAHKXV010000081.1	144	1028	-	GCA_023783775.1	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	AMR	core	AMR	MACROLIDE	ERYTHROMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCE3900301.1	SAMN28613899	PDT001325906.1	DAHLUW010000082.1	16	876	-	GCA_023825195.1	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCG3428162.1	SAMEA13320922	PDT001336298.1	DAHQZY010000179.1	32	931	+	GCA_024026015.1	blaVEB-21	extended-spectrum class A beta-lactamase VEB-21	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCQ9932152.1	SAMN31262559	PDT001469761.1	DAJRIL010000151.1	5048	5581	-	GCA_025897775.1	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	EMI6573543.1	SAMN32579602	PDT001561899.3	ABKAVM030000067.1	11626	12099	-	GCA_027867325.3	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	AMR	core	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HDV0618902.1	SAMN32024347	PDT001873331.1	DAPGIB010000100.1	908	1273	+	GCA_031182165.1	ble	bleomycin binding protein Ble-MBL	AMR	core	AMR	BLEOMYCIN	BLEOMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV6139301.1	SAMD00034430	PDT000173789.3	DADBKD010000073.1	64	618	+	GCA_016514445.1	aac(6')-Ib'	aminoglycoside N-acetyltransferase AAC(6')-Ib'	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV6067586.1	SAMD00034438	PDT000173797.3	DADBJN010000087.1	830	2089	+	GCA_016514295.1	cmlA5	chloramphenicol efflux MFS transporter CmlA5	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV6015671.1	SAMD00034449	PDT000173808.3	DADBJF010000109.1	830	2089	+	GCA_016513995.1	cmlA5	chloramphenicol efflux MFS transporter CmlA5	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV4261302.1	SAMN03575972	PDT000663701.1	DADARP010000241.1	769	1323	-	GCA_016497185.1	aac(6')-Ib'	aminoglycoside N-acetyltransferase AAC(6')-Ib'	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HAV4276101.1	SAMN03576448	PDT000663714.1	DADARS010000265.1	602	1234	-	GCA_016497045.1	catB8	type B-3 chloramphenicol O-acetyltransferase CatB8	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	WP_000018326.1	SAMN23416908	PDT001224264.1	NZ_CP090607.1	992109	992924	-	GCA_021484905.1	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	AMR	core	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii AYE	HBN5963063.1	SAMN20285909	PDT001227185.1	DAFNKQ010000035.1	1113	1646	+	GCA_021545095.1	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	EMN2962871.1	SAMN26365835	PDT001257306.3	ABFGSS030000060.1	33	485	+	GCA_022442445.3	arr-2	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	AMR	core	AMR	RIFAMYCIN	RIFAMYCIN	ALLELEP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCE0843203.1	SAMN28158753	PDT001325784.1	DAHKXV010000081.1	1084	2559	-	GCA_023783775.1	msr(E)	ABC-F type ribosomal protection protein Msr(E)	AMR	core	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCE3900307.1	SAMN28613899	PDT001325906.1	DAHLUW010000085.1	625	1440	-	GCA_023825195.1	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	AMR	core	AMR	SULFONAMIDE	SULFONAMIDE	EXACTP	100.0	COMBINED	100.0
Acinetobacter baumannii	HCG3428163.1	SAMEA13320922	PDT001336298.1	DAHQZY010000179.1	1076	1609	+	GCA_024026015.1	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTP	100.0	COMBINED	100.0
