#Scientific name	Protein	BioSample	Isolate	Contig	Start	Stop	Strand	Assembly	Element symbol	Element name	Type	Scope	Subtype	Class	Subclass	Method	% Coverage of reference	AMRFinderPlus analysis type	% Identity to reference
Klebsiella pneumoniae	EIW9066283.1	SAMN04448230	PDT000130466.2	ABFCYC010000184.1	1430	1849	+	GCA_022315595.1	fosA	FosA5 family fosfomycin resistance glutathione transferase	AMR	core	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBY9212273.1	SAMN02927709	PDT000193197.2	DAGSOC010000198.1	48	599	+	GCA_022305095.1	aac(6')-Iq	aminoglycoside 6'-N-acetyltransferase AAC(6')-Iq	AMR	core	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBY8337349.1	SAMN02927810	PDT000193298.2	DAGSIH010000120.1	330	1589	+	GCA_022302065.1	cmlA5	chloramphenicol efflux MFS transporter CmlA5	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae subsp. pneumoniae	HBY7883885.1	SAMN02631010	PDT000193383.2	DAGSFE010000238.1	1168	1992	+	GCA_022300495.1	blaOXA-9	oxacillin-hydrolyzing class D beta-lactamase OXA-9	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBY5428588.1	SAMEA3649434	PDT000427392.1	DAGROK010000331.1	1	439	-	GCA_022289835.1	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	PARTIAL_CONTIG_ENDP	69.52	COMBINED	100.0
Klebsiella pneumoniae	HBZ4217745.1	SAMN11230927	PDT000538165.1	DAGNBN010000151.1	71	931	+	GCA_022332625.1	aac(3)-IId	aminoglycoside N-acetyltransferase AAC(3)-IId	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBR8090915.1	SAMN19291395	PDT001044042.1	DAFYMX010000105.1	456	1715	+	GCA_021942045.1	cmlA1	chloramphenicol efflux MFS transporter CmlA1	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBV6324393.1	SAMN24019707	PDT001243460.1	DAGIXV010000161.1	71	931	+	GCA_022152465.1	aac(3)-IId	aminoglycoside N-acetyltransferase AAC(3)-IId	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBV1158257.1	SAMN24020474	PDT001244603.1	DAGHND010000105.1	2098	2742	+	GCA_022122845.1	qnrB1	quinolone resistance pentapeptide repeat protein QnrB1	AMR	core	AMR	QUINOLONE	QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBU8545516.1	SAMN24020430	PDT001244784.1	DAGGTG010000115.1	3086	4345	+	GCA_022110415.1	cmlA5	chloramphenicol efflux MFS transporter CmlA5	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HDU2473968.1	SAMN24010478	PDT001794380.1	DAPDFZ010000232.1	1	753	-	GCA_031017585.1	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	AMR	core	AMR	SULFONAMIDE	SULFONAMIDE	BLASTP	91.27	COMBINED	100.0
Klebsiella pneumoniae	EIW9066285.1	SAMN04448230	PDT000130466.2	ABFCYC010000185.1	1	885	+	GCA_022315595.1	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	AMR	core	AMR	MACROLIDE	ERYTHROMYCIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBY9212274.1	SAMN02927709	PDT000193197.2	DAGSOC010000198.1	720	1511	+	GCA_022305095.1	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae subsp. pneumoniae	HBY7883887.1	SAMN02631010	PDT000193383.2	DAGSFE010000239.1	320	1108	+	GCA_022300495.1	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBY5428589.1	SAMEA3649434	PDT000427392.1	DAGROK010000331.1	577	1407	-	GCA_022289835.1	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBZ2099949.1	SAMEA5226270	PDT000535641.1	DAGNPJ010000305.1	162	3314	+	GCA_022328325.1	oqxB5	multidrug efflux RND transporter permease subunit OqxB5	AMR	core	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBZ4217755.1	SAMN11230927	PDT000538165.1	DAGNBN010000154.1	57	848	+	GCA_022332625.1	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBR8090916.1	SAMN19291395	PDT001044042.1	DAFYMX010000105.1	1808	2599	+	GCA_021942045.1	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBV6324401.1	SAMN24019707	PDT001243460.1	DAGIXV010000163.1	57	848	+	GCA_022152465.1	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBV1158260.1	SAMN24020474	PDT001244603.1	DAGHND010000106.1	2617	3492	-	GCA_022122845.1	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBU8545538.1	SAMN24020430	PDT001244784.1	DAGGTG010000120.1	1640	2824	-	GCA_022110415.1	tet(D)	tetracycline efflux MFS transporter Tet(D)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HCA9000257.1	SAMN26422316	PDT001289656.1	DAGYUU010000146.1	324	3476	+	GCA_023024485.1	oqxB20	multidrug efflux RND transporter permease subunit OqxB20	AMR	core	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	EIW9077480.1	SAMN04448227	PDT000130464.2	ABFCYE010000137.1	2122	2874	+	GCA_022315655.1	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	AMR	core	AMR	SULFONAMIDE	SULFONAMIDE	BLASTP	91.27	COMBINED	100.0
Klebsiella pneumoniae	HBY8337365.1	SAMN02927810	PDT000193298.2	DAGSIH010000127.1	223	882	+	GCA_022302065.1	catA1	type A-1 chloramphenicol O-acetyltransferase	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae subsp. pneumoniae	HBY7883888.1	SAMN02631010	PDT000193383.2	DAGSFE010000239.1	1168	1992	+	GCA_022300495.1	blaOXA-9	oxacillin-hydrolyzing class D beta-lactamase OXA-9	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBY5428711.1	SAMEA3649434	PDT000427392.1	DAGROK010000402.1	7852	8718	+	GCA_022289835.1	blaSCO-1	class A beta-lactamase SCO-1	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBZ2099951.1	SAMEA5226270	PDT000535641.1	DAGNPJ010000306.1	162	3314	+	GCA_022328325.1	oqxB5	multidrug efflux RND transporter permease subunit OqxB5	AMR	core	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBZ4217756.1	SAMN11230927	PDT000538165.1	DAGNBN010000154.1	1070	2329	+	GCA_022332625.1	cmlA5	chloramphenicol efflux MFS transporter CmlA5	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBV6324402.1	SAMN24019707	PDT001243460.1	DAGIXV010000163.1	1070	2329	+	GCA_022152465.1	cmlA5	chloramphenicol efflux MFS transporter CmlA5	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBV1158263.1	SAMN24020474	PDT001244603.1	DAGHND010000107.1	1640	2824	-	GCA_022122845.1	tet(D)	tetracycline efflux MFS transporter Tet(D)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBU8545541.1	SAMN24020430	PDT001244784.1	DAGGTG010000121.1	1985	2629	+	GCA_022110415.1	qnrB1	quinolone resistance pentapeptide repeat protein QnrB1	AMR	core	AMR	QUINOLONE	QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HDU2473971.1	SAMN24010478	PDT001794380.1	DAPDFZ010000233.1	165	989	+	GCA_031017585.1	blaOXA-9	oxacillin-hydrolyzing class D beta-lactamase OXA-9	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	EIW9077494.1	SAMN04448227	PDT000130464.2	ABFCYE010000141.1	917	1576	+	GCA_022315655.1	catA1	type A-1 chloramphenicol O-acetyltransferase	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	EIW9066290.1	SAMN04448230	PDT000130466.2	ABFCYC010000187.1	543	2018	+	GCA_022315595.1	msr(E)	ABC-F type ribosomal protection protein Msr(E)	AMR	core	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBY9212277.1	SAMN02927709	PDT000193197.2	DAGSOC010000200.1	138	1313	+	GCA_022305095.1	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	AMR	core	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBY8337377.1	SAMN02927810	PDT000193298.2	DAGSIH010000133.1	165	989	+	GCA_022302065.1	blaOXA-9	oxacillin-hydrolyzing class D beta-lactamase OXA-9	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae subsp. pneumoniae	HBY7883891.1	SAMN02631010	PDT000193383.2	DAGSFE010000240.1	351	1010	+	GCA_022300495.1	catA1	type A-1 chloramphenicol O-acetyltransferase	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBZ3156065.1	SAMN11853671	PDT000534816.1	DAGNQC010000139.1	3	635	-	GCA_022329305.1	catB	type B chloramphenicol O-acetyltransferase	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBZ2099953.1	SAMEA5226270	PDT000535641.1	DAGNPJ010000307.1	162	3314	+	GCA_022328325.1	oqxB5	multidrug efflux RND transporter permease subunit OqxB5	AMR	core	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBZ4217769.1	SAMN11230927	PDT000538165.1	DAGNBN010000158.1	913	1572	+	GCA_022332625.1	catA1	type A-1 chloramphenicol O-acetyltransferase	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBR8090920.1	SAMN19291395	PDT001044042.1	DAFYMX010000105.1	4281	5072	-	GCA_021942045.1	sul3	sulfonamide-resistant dihydropteroate synthase Sul3	AMR	core	AMR	SULFONAMIDE	SULFONAMIDE	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBV6324415.1	SAMN24019707	PDT001243460.1	DAGIXV010000168.1	1	1104	-	GCA_022152465.1	ere(A)	EreA family erythromycin esterase	AMR	core	AMR	MACROLIDE	ERYTHROMYCIN	PARTIAL_CONTIG_ENDP	88.04	COMBINED	100.0
Klebsiella pneumoniae	HBV1158267.1	SAMN24020474	PDT001244603.1	DAGHND010000108.1	1539	2093	-	GCA_022122845.1	aac(6')-Ib-cr5	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	AMR	core	AMR	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBU8545544.1	SAMN24020430	PDT001244784.1	DAGGTG010000122.1	1684	2559	+	GCA_022110415.1	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HCA9000261.1	SAMN26422316	PDT001289656.1	DAGYUU010000148.1	324	3476	+	GCA_023024485.1	oqxB20	multidrug efflux RND transporter permease subunit OqxB20	AMR	core	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HDU2473990.1	SAMN24010478	PDT001794380.1	DAPDFZ010000249.1	326	765	+	GCA_031017585.1	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	PARTIAL_CONTIG_ENDP	70.0	COMBINED	100.0
Klebsiella pneumoniae	EIW9077497.1	SAMN04448227	PDT000130464.2	ABFCYE010000143.1	33	485	+	GCA_022315655.1	arr-2	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	AMR	core	AMR	RIFAMYCIN	RIFAMYCIN	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	EIW9066292.1	SAMN04448230	PDT000130466.2	ABFCYC010000188.1	543	2018	+	GCA_022315595.1	msr(E)	ABC-F type ribosomal protection protein Msr(E)	AMR	core	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBY9212278.1	SAMN02927709	PDT000193197.2	DAGSOC010000201.1	138	1313	+	GCA_022305095.1	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	AMR	core	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBY8337383.1	SAMN02927810	PDT000193298.2	DAGSIH010000138.1	1	753	-	GCA_022302065.1	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	AMR	core	AMR	SULFONAMIDE	SULFONAMIDE	BLASTP	91.27	COMBINED	100.0
Klebsiella pneumoniae subsp. pneumoniae	HBY7883894.1	SAMN02631010	PDT000193383.2	DAGSFE010000241.1	5	502	+	GCA_022300495.1	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	AMR	core	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBY5428718.1	SAMEA3649434	PDT000427392.1	DAGROK010000404.1	699	1883	+	GCA_022289835.1	tet(D)	tetracycline efflux MFS transporter Tet(D)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBZ3156087.1	SAMN11853671	PDT000534816.1	DAGNQC010000144.1	2257	3162	-	GCA_022329305.1	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	AMR	core	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBZ2099955.1	SAMEA5226270	PDT000535641.1	DAGNPJ010000308.1	162	3314	+	GCA_022328325.1	oqxB5	multidrug efflux RND transporter permease subunit OqxB5	AMR	core	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBZ4217785.1	SAMN11230927	PDT000538165.1	DAGNBN010000164.1	496	1140	+	GCA_022332625.1	qnrB1	quinolone resistance pentapeptide repeat protein QnrB1	AMR	core	AMR	QUINOLONE	QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBR8090921.1	SAMN19291395	PDT001044042.1	DAFYMX010000106.1	88	864	+	GCA_021942045.1	aac(3)-IVa	aminoglycoside N-acetyltransferase AAC(3)-IVa	AMR	core	AMR	AMINOGLYCOSIDE	APRAMYCIN/GENTAMICIN/TOBRAMYCIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBV6324416.1	SAMN24019707	PDT001243460.1	DAGIXV010000168.1	1350	1802	-	GCA_022152465.1	arr-2	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	AMR	core	AMR	RIFAMYCIN	RIFAMYCIN	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBV1158266.1	SAMN24020474	PDT001244603.1	DAGHND010000108.1	578	1408	-	GCA_022122845.1	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBU8545559.1	SAMN24020430	PDT001244784.1	DAGGTG010000127.1	71	931	+	GCA_022110415.1	aac(3)-IId	aminoglycoside N-acetyltransferase AAC(3)-IId	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HDU2473992.1	SAMN24010478	PDT001794380.1	DAPDFZ010000251.1	1	564	-	GCA_031017585.1	blaOXA	OXA-1 family class D beta-lactamase	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDP	68.12	COMBINED	100.0
Klebsiella pneumoniae	EIW9077498.1	SAMN04448227	PDT000130464.2	ABFCYE010000143.1	731	1987	+	GCA_022315655.1	ere(A)	EreA family erythromycin esterase	AMR	core	AMR	MACROLIDE	ERYTHROMYCIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	EIW9066293.1	SAMN04448230	PDT000130466.2	ABFCYC010000189.1	1	837	+	GCA_022315595.1	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBY9212279.1	SAMN02927709	PDT000193197.2	DAGSOC010000202.1	138	1313	+	GCA_022305095.1	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	AMR	core	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae subsp. pneumoniae	HBY7883896.1	SAMN02631010	PDT000193383.2	DAGSFE010000241.1	910	1701	+	GCA_022300495.1	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBZ3156133.1	SAMN11853671	PDT000534816.1	DAGNQC010000161.1	33	485	+	GCA_022329305.1	arr-2	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	AMR	core	AMR	RIFAMYCIN	RIFAMYCIN	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBZ4217791.1	SAMN11230927	PDT000538165.1	DAGNBN010000167.1	33	485	+	GCA_022332625.1	arr-2	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	AMR	core	AMR	RIFAMYCIN	RIFAMYCIN	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBR8090922.1	SAMN19291395	PDT001044042.1	DAFYMX010000106.1	1093	2118	+	GCA_021942045.1	aph(4)-Ia	aminoglycoside O-phosphotransferase APH(4)-Ia	AMR	core	AMR	AMINOGLYCOSIDE	HYGROMYCIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBV6324418.1	SAMN24019707	PDT001243460.1	DAGIXV010000169.1	496	1140	+	GCA_022152465.1	qnrB1	quinolone resistance pentapeptide repeat protein QnrB1	AMR	core	AMR	QUINOLONE	QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBV1158265.1	SAMN24020474	PDT001244603.1	DAGHND010000108.1	1	440	-	GCA_022122845.1	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	PARTIAL_CONTIG_ENDP	70.0	COMBINED	100.0
Klebsiella pneumoniae	HBU8545573.1	SAMN24020430	PDT001244784.1	DAGGTG010000131.1	1	440	-	GCA_022110415.1	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	PARTIAL_CONTIG_ENDP	70.0	COMBINED	100.0
Klebsiella pneumoniae	HCA9000265.1	SAMN26422316	PDT001289656.1	DAGYUU010000150.1	324	3476	+	GCA_023024485.1	oqxB20	multidrug efflux RND transporter permease subunit OqxB20	AMR	core	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HDU2474006.1	SAMN24010478	PDT001794380.1	DAPDFZ010000262.1	1	602	+	GCA_031017585.1	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIAL_CONTIG_ENDP	76.34	COMBINED	100.0
Klebsiella pneumoniae	EIW9077499.1	SAMN04448227	PDT000130464.2	ABFCYE010000144.1	1	440	-	GCA_022315655.1	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	PARTIAL_CONTIG_ENDP	70.0	COMBINED	100.0
Klebsiella pneumoniae	EIW9066296.1	SAMN04448230	PDT000130466.2	ABFCYC010000190.1	58	582	+	GCA_022315595.1	sat2	streptothricin N-acetyltransferase Sat2	AMR	core	AMR	STREPTOTHRICIN	STREPTOTHRICIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBY9212280.1	SAMN02927709	PDT000193197.2	DAGSOC010000203.1	138	1313	+	GCA_022305095.1	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	AMR	core	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBY8337392.1	SAMN02927810	PDT000193298.2	DAGSIH010000146.1	84	694	+	GCA_022302065.1	blaSHV	SHV family class A beta-lactamase	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDP	71.33	COMBINED	100.0
Klebsiella pneumoniae subsp. pneumoniae	HBY7883897.1	SAMN02631010	PDT000193383.2	DAGSFE010000242.1	5	502	+	GCA_022300495.1	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	AMR	core	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBZ3156191.1	SAMN11853671	PDT000534816.1	DAGNQC010000179.1	578	1408	-	GCA_022329305.1	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBZ2099959.1	SAMEA5226270	PDT000535641.1	DAGNPJ010000310.1	162	3314	+	GCA_022328325.1	oqxB5	multidrug efflux RND transporter permease subunit OqxB5	AMR	core	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBZ4217792.1	SAMN11230927	PDT000538165.1	DAGNBN010000167.1	731	1834	+	GCA_022332625.1	ere(A)	EreA family erythromycin esterase	AMR	core	AMR	MACROLIDE	ERYTHROMYCIN	PARTIAL_CONTIG_ENDP	88.04	COMBINED	100.0
Klebsiella pneumoniae	HBR8090926.1	SAMN19291395	PDT001044042.1	DAFYMX010000107.1	1673	2464	+	GCA_021942045.1	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBV6324429.1	SAMN24019707	PDT001243460.1	DAGIXV010000175.1	51	842	-	GCA_022152465.1	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBV1158271.1	SAMN24020474	PDT001244603.1	DAGHND010000110.1	302	1162	+	GCA_022122845.1	aac(3)-IId	aminoglycoside N-acetyltransferase AAC(3)-IId	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBU8545574.1	SAMN24020430	PDT001244784.1	DAGGTG010000131.1	578	1408	-	GCA_022110415.1	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HDU2474023.1	SAMN24010478	PDT001794380.1	DAPDFZ010000280.1	1	445	+	GCA_031017585.1	aac(3)-IIe	aminoglycoside N-acetyltransferase AAC(3)-IIe	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN	PARTIAL_CONTIG_ENDP	51.75	COMBINED	100.0
Klebsiella pneumoniae	EIW9077500.1	SAMN04448227	PDT000130464.2	ABFCYE010000144.1	578	1408	-	GCA_022315655.1	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Klebsiella pneumoniae	EIW9066299.1	SAMN04448230	PDT000130466.2	ABFCYC010000191.1	215	1474	+	GCA_022315595.1	cmlA5	chloramphenicol efflux MFS transporter CmlA5	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	100.0	COMBINED	100.0
Klebsiella pneumoniae	HBY9212281.1	SAMN02927709	PDT000193197.2	DAGSOC010000204.1	138	1313	+	GCA_022305095.1	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	AMR	core	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	EXACTP	100.0	COMBINED	100.0
